title,url,ingredient
서울 장수막걸리 안주 우삼겹 두부김치 만드는 법 와이프도 반한 맛,http://www.10000recipe.com/recipe/7000761,"[['우삼겹200g'], ['두부1모'], ['김치200g'], ['파1/2대'], ['설탕1T'], ['올리브유3T']]"
오이 참치 오픈 토스트 레시피,http://www.10000recipe.com/recipe/7000762,"[['식빵2장'], ['오이1개'], ['참치통조림1개'], ['요거트4큰술'], ['바질페스토1큰술'], ['소금1/5큰술'], ['후춧가루약간']]"
집들이 음식 레시피 풍미가득한 버터 날치알 표고버섯 연어솥밥 만들기,http://www.10000recipe.com/recipe/7000763,"[['날치알'], ['연어300g'], ['새우6마리'], ['쌀'], ['무순'], ['쯔유'], ['미림'], ['쪽파'], ['올리브유'], ['허브솔트'], ['마늘'], ['버터'], ['양파'], ['깨'], ['표고버섯2개']]"
수제어묵만들기 동태살수제어묵,http://www.10000recipe.com/recipe/7000764,"[['동태살500g'], ['오징어1마리'], ['새우100g'], ['다진대파취향껏'], ['양파취향껏'], ['당근취향껏'], ['고추취향껏'], ['소금살짝'], ['전분가루2숟가락']]"
마레 크림 파스타,http://www.10000recipe.com/recipe/7000765,"[['스파게티180g'], ['크림소스8oz'], ['오이스틱8oz'], ['관자1개'], ['칵테일새우3개'], ['모시조개5개'], ['오징어'], ['양파'], ['마늘'], ['소금'], ['후추'], ['크리쉬드페퍼적당량']]"
까르보나라,http://www.10000recipe.com/recipe/7000766,"[['스파게티180g'], ['크림소스8oz'], ['치킨스탁8oz'], ['베이컨2개'], ['양파'], ['마늘'], ['계란2개'], ['올리브오일'], ['후추'], ['소금']]"
기본반찬 오뎅볶음,http://www.10000recipe.com/recipe/7000767,"[['오뎅4장'], ['양파1/2개'], ['당근1/4개'], ['다진마늘1/2스푼'], ['간장2스푼'], ['미림1스푼'], ['설탕1/2스푼'], ['올리고당1스푼']]"
기본반찬 감자채볶음,http://www.10000recipe.com/recipe/7000768,"[['감자4개'], ['양파1/2개'], ['당근1/4개'], ['소금1스푼']]"
레드벨벳라떼 만들기 l Red velvet latte recipe ㅣ홈카페 레시피,http://www.10000recipe.com/recipe/7000769,"[['레드벨벳파우더15g'], ['물10g'], ['얼음적당량'], ['우유110ml'], ['에스프레소2샷']]"
딸기바나나주스 만들기,http://www.10000recipe.com/recipe/7000770,"[['딸기6개'], ['바나나1개'], ['꿀1/2숟가락'], ['우유120ml'], ['얼음3개']]"
초간단 손님초대요리 겨자냉채소스 쌈무말이,http://www.10000recipe.com/recipe/7000771,"[['쌈무6장'], ['깻잎2~3장'], ['양파1/6개'], ['당근1/5개'], ['오이1/3개'], ['맛살3개'], ['연겨자1/2숟가락'], ['머스타드1/2숟가락'], ['식초1숟가락'], ['레몬즙1/2숟가락'], ['설탕1/2숟가락'], ['소금2꼬집']]"
꽈리고추찜 만들기 꽈리고추무침 레시피,http://www.10000recipe.com/recipe/7000772,"[['꽈리고추150g'], ['밀가루2T'], ['다진대파1T'], ['다진홍고추1T'], ['국간장2/3T'], ['참치액1T'], ['고춧가루1T'], ['다진마늘2/3T'], ['매실액1T'], ['참기름1T'], ['통깨약간']]"
에어프라이어 치킨 만들기 간장치킨 소스 만들기,http://www.10000recipe.com/recipe/7000773,"[['닭볶음탕용닭750g1마리'], ['소금약간'], ['후추약간'], ['설탕1큰술'], ['맛술1큰술'], ['간장4.5큰술'], ['마늘가루1큰술'], ['양파가루1/2큰술'], ['고운고춧가루1작은술'], ['올리고당2큰술']]"
돼지고기 목살을 활용한 파불고기 만들기(파채불고기),http://www.10000recipe.com/recipe/7000774,"[['돼지고기목살600g'], ['양파1개'], ['대파줄기5개'], ['진간장8T'], ['다진마늘1.5T'], ['설탕2T'], ['후춧가루조금'], ['참기름1T'], ['깨소금1T'], ['맛술2T'], ['다진파1줌'], ['매실청\u200b1국자']]"
떡볶이,http://www.10000recipe.com/recipe/7000775,"[['떡볶이떡1봉지'], ['양파1개'], ['파1묶음'], ['어묵6장'], ['물500ml'], ['달걀4개'], ['고추장3큰술'], ['고춧가루2큰술'], ['간장1큰술'], ['다진마늘1큰술'], ['메이플시럽2큰술'], ['물엿1큰술'], ['케찹1큰술'], ['굴소스1큰술'], ['후추조금']]"
팽이버섯김전 묵은김에 팽이버섯계란물을 부었더니..‼️,http://www.10000recipe.com/recipe/7000776,"[['팽이버섯1/3개'], ['김2장'], ['계란2개'], ['맛소금1/4작은술']]"
김수미 전복장과 백종원 만능간장 전복장 만들기 비교,http://www.10000recipe.com/recipe/7000777,"[['전복각레시피당10-15개'], ['참기름1스푼'], ['참깨약간씩'], ['물500ml'], ['소주3-4스푼'], ['양조간장4-5큰술'], ['매실청1스푼'], ['건표고버섯4-5개'], ['청양고추2개'], ['붉은고추1개'], ['마늘10톨'], ['생강1톨'], ['참기름1스푼'], ['참깨약간'], ['다진돼지고기200g'], ['간장300ml'], ['설탕100g'], ['물100ml'], ['마늘10톨'], ['생강2톨'], ['만능간장5스푼'], ['저염맛간장2스푼'], ['물7스푼'], ['소주1스푼']]"
달래 어떻게 드세요? 이제 달래 된장에 넣어 보세요.,http://www.10000recipe.com/recipe/7000778,"[['달래200g'], ['된장150g'], ['조청4숟가락'], ['콩가루3숟가락'], ['다진마늘1숟가락'], ['매실액2숟가락']]"
샌드위치 맛있게 만들어요. 재료 레시피,http://www.10000recipe.com/recipe/7000779,"[['식빵2장'], ['치즈1장'], ['샌드위치햄1장'], ['샤워크라우트1스푼'], ['파프리카1/2개'], ['양상추4장'], ['머스타드2스푼']]"
홈파티 연어 샐러드 이쁘게 플레이팅해요.,http://www.10000recipe.com/recipe/7000780,"[['연어250g'], ['양파1/2개'], ['케이퍼4스푼'], ['타르타르소스2스푼'], ['고추냉이1스푼']]"
"부드러운 닭가슴살이 듬뿍! 시원하게 즐기는 ""닭가슴살 콜드파스타""",http://www.10000recipe.com/recipe/7000781,"[['수비드림퓨어닭가슴살1개'], ['파스타면2인분'], ['양파1/4개'], ['유자폰즈100g'], ['물30g'], ['바질페스토50g'], ['방울토마토10알'], ['바질잎1~2개'], ['모짜렐라치즈볼1팩']]"
양념이 쏙 배어 더 맛있는 '쭈꾸미볶음',http://www.10000recipe.com/recipe/7000782,"[['쭈꾸미500g'], ['양파1/2개'], ['당근1/3개'], ['대파1대'], ['청양고추2개'], ['콩나물80g'], ['깻잎3~4장'], ['고춧가루3T'], ['진간장4T'], ['고추장2T'], ['설탕1/2T'], ['올리고당1T'], ['미림1T'], ['다진마늘1T'], ['참기름1T'], ['깨소금약간'], ['감자전분1T']]"
#백합요리 #백합탕만들기 #백합칼국수만들기 #칼국수라면사리 #백합술찜 #해장각,http://www.10000recipe.com/recipe/7000783,"[['백합1.5kg'], ['굵은소금2큰술'], ['다진마늘1큰술'], ['썬파2큰술'], ['청양고추2개'], ['홍고추2개'], ['소금1큰술'], ['미나리3줄기'], ['후추1작은술'], ['육수2알'], ['물1L'], ['칼국수라면사리3개']]"
계란 샌드위치! 에그 베이컨 샌드위치 맛있게 만드는법,http://www.10000recipe.com/recipe/7000784,"[['식빵4장'], ['계란5개'], ['베이컨3장'], ['마요네즈1스푼'], ['머스터드1스푼'], ['설탕1/2스푼'], ['소금1/2스푼']]"
맛있는 카레 볶음밥 !! 카레요리!!,http://www.10000recipe.com/recipe/7000785,"[['밥2공기'], ['카레가루2스푼'], ['감자1개'], ['호박1/2개'], ['물100ml'], ['다진돼지고기150g'], ['굴소스2스푼'], ['후추1티스푼'], ['식용유2스푼']]"
매콤 돼지등갈비찜 만드는법 생일생신상메뉴,http://www.10000recipe.com/recipe/7000786,"[['돼지등갈비1팩'], ['고추장1T'], ['간장2T'], ['고춧가루1t'], ['간마늘1t'], ['후춧가루약간'], ['육수1컵'], ['설탕1T']]"
계란찜만드는법 아이반찬 자취생 전자렌지 달걀찜요리,http://www.10000recipe.com/recipe/7000787,"[['계란2개'], ['소금1꼬집'], ['파약간'], ['물1/3컵']]"
돌돌 말아 더욱 맛있는 우삼겹 고기말이!,http://www.10000recipe.com/recipe/7000788,"[['삼형제고기우삼겹400g'], ['깻잎2묶음'], ['팽이버섯1봉지'], ['간장1T'], ['맛술1T'], ['설탕1/2T'], ['참기름1T'], ['다진마늘1/2T']]"
간단하게 만드는 훈제오리 무쌈말이 플레이팅,http://www.10000recipe.com/recipe/7000789,"[['훈제오리200g'], ['무쌈10장'], ['파프리카1개'], ['상추5장'], ['고추냉이1스푼'], ['머스터드1스푼']]"
분홍 소시지전 더 맛있게 부치는 법(편스토랑 남보라 레시피),http://www.10000recipe.com/recipe/7000790,"[['분홍소시지1개'], ['부침가루1스푼'], ['감자전분1스푼'], ['마요네즈1스푼'], ['물2스푼'], ['순후추약간'], ['소금1꼬집']]"
편스토랑 남보라 목살 콜라갈비찜 만드는 법,http://www.10000recipe.com/recipe/7000791,"[['목살3덩이'], ['감자1개'], ['당근1/2개'], ['대파1/2대'], ['콜라1컵'], ['간장3스푼'], ['올리고당2스푼'], ['참기름1스푼'], ['통깨1스푼']]"
맵찔이들도 소스까지 싹싹 비워먹는 불닭크림우동,http://www.10000recipe.com/recipe/7000792,"[['우동면1인분'], ['팝콘치킨1종이컵'], ['양송이버섯3개'], ['양파1/4개'], ['마늘5~6알'], ['불닭소스2숟가락'], ['설탕1/2숟가락'], ['생크림1종이컵'], ['식용유4숟가락'], ['파슬리가루약간']]"
"NO버터, NO설탕, NO밀가루 다이어트 중에도 양심 챙겨! 다이어트브라우니",http://www.10000recipe.com/recipe/7000793,"[['바나나2개'], ['달걀2개'], ['아몬드가루10숟가락'], ['스테비아1숟가락'], ['소금1꼬집'], ['코코아파우더4.5숟가락'], ['베이킹파우더1/2숟가락'], ['바닐라익스트랙1/2숟가락'], ['다크초콜렛칩2숟가락'], ['호두10개']]"
빠삭함이 살아있는 김치전 김치부침개 반죽 황금비율 묵은지 김치부침개 레시피,http://www.10000recipe.com/recipe/7000794,"[['묵은지400g'], ['베이컨110g'], ['닭가슴살햄200g'], ['양파250g'], ['홍고추1개'], ['부침가루60g'], ['튀김가루60g'], ['녹말가루30g'], ['냉수200ml'], ['참기름1큰술'], ['설탕1큰술'], ['식용유적당량']]"
바나나 요거트 스무디 플레인 요거트 스무디 만들기,http://www.10000recipe.com/recipe/7000795,"[['바나나1개'], ['구운아몬드25개'], ['플레인요거트1컵'], ['두유또는우유1/2컵'], ['꿀1큰술']]"
닭봉 간장 치킨으로 맥주 한잔하기..,http://www.10000recipe.com/recipe/7000796,"[['닭봉1.2kg'], ['식용유넉넉히'], ['치킨튀김가루3컵'], ['물2컵'], ['다진마늘1큰술'], ['소주1/2컵'], ['허브솔트넉넉히'], ['간장100ml'], ['물1컵'], ['설탕3큰술'], ['물엿6큰술'], ['후춧가루조금'], ['다진마늘1큰술']]"
"속 편한 죽 끓이기, 크리미 야채죽 한 그릇",http://www.10000recipe.com/recipe/7000797,"[['햇반2개'], ['크래미1팩'], ['양배추100g'], ['당근50g'], ['호박60g'], ['양파1/4개'], ['표고버섯3~4개'], ['다시육수6컵'], ['맛간장1큰술'], ['소금조금'], ['참기름1큰술']]"
불닭마요 프렌치토스트,http://www.10000recipe.com/recipe/7000798,"[['식빵4~6장'], ['불닭마요소스2~3큰술'], ['양파1개'], ['옥수수통조림3~4큰술'], ['큐브치즈적당량'], ['설탕1작은술'], ['계란1개'], ['우유2/3컵'], ['소금약간']]"
푸짐하게 만드는 스크램블 토마토 토스트,http://www.10000recipe.com/recipe/7000799,"[['식빵2장'], ['계란3개'], ['슬라이스햄2장'], ['토마토1/3개'], ['양배추1밥그릇'], ['슬라이스치즈2장'], ['씨겨자1/2숟가락'], ['머스타드1숟가락'], ['마요네즈1.5숟가락'], ['케찹1/2숟가락']]"
딸기잼을 넣어 만든 프렌치 토스트,http://www.10000recipe.com/recipe/7000800,"[['식빵2장'], ['딸기잼2큰술'], ['계란1개'], ['우유2/3컵'], ['소금약간']]"
휴게소 고구마스틱 만들기,http://www.10000recipe.com/recipe/7000801,"[['고구마2개'], ['식용유1/2컵']]"
아이가 만들었어요! 비스킷믹스로 비스켓 만들기 - 에어프라이어,http://www.10000recipe.com/recipe/7000802,"[['비스킷믹스360g'], ['찬물144ml']]"
돼지고기꽈리고추볶음!,http://www.10000recipe.com/recipe/7000803,"[['꽈리고추500g'], ['돼지고기다짐육200g'], ['대파조금'], ['굴소스1큰술'], ['진간장1~2큰술'], ['고추가루1~2큰술'], ['올리고당2~3큰술'], ['참기름조금'], ['통깨조금']]"
아이들도 좋아하는 초간단 마파두부 덮밥 레시피,http://www.10000recipe.com/recipe/7000804,"[['마파두부소스130g'], ['돼지고기다짐육200g'], ['두부1모'], ['양파1/2개'], ['식용유2T'], ['생수1/2컵'], ['굴소스1/2T']]"
생각보다 쉬운 동파육,http://www.10000recipe.com/recipe/7000805,"[['통삼겹1kg'], ['식용유4스푼'], ['진간장1컵'], ['맛술1컵'], ['물엿2/3컵'], ['설탕2/3컵'], ['춘장2스푼'], ['통후추20알'], ['통마늘8알'], ['양파1/2개'], ['생강1톨'], ['대파1대'], ['팔각8개']]"
김치 부침개 (김치전),http://www.10000recipe.com/recipe/7000806,"[['김치400g'], ['부침가루400g'], ['물400ml'], ['청양고추2개'], ['김치국물10큰술'], ['식용유적당량'], ['설탕1큰술']]"
TV속 편스토랑레시피 남보라 분홍소시지전/분홍 소세지전,http://www.10000recipe.com/recipe/7000807,"[['분홍소시지1개'], ['식용유약간'], ['마요네즈0.5스푼'], ['부침가루1/2컵'], ['감자전분1/2컵'], ['후추1꼬집'], ['소금1꼬집'], ['물약간']]"
건어물 꼴뚜기요리 꽈리고추 마른 꼴뚜기볶음/마른꼴뚜기 간장볶음,http://www.10000recipe.com/recipe/7000808,"[['마른꼴뚜기150g'], ['꽈리고추10개'], ['식용유2스푼'], ['진간장2스푼'], ['물30ml'], ['맛술2스푼'], ['알룰로스2스푼'], ['식초0.5스푼'], ['참기름1스푼'], ['후추1꼬집'], ['깨소금0.5스푼']]"
매콤달달 실패없는 5분컷 김치볶음밥,http://www.10000recipe.com/recipe/7000809,"[['자른김치2-3스푼'], ['햄1/3통'], ['파1주먹'], ['참치80g'], ['밥'], ['간장1T'], ['설탕0.5T'], ['마요네즈2T'], ['고춧가루0.5T']]"
고추냉이 마요네즈와 냉이튀김으로 초록 초록 김밥 말기,http://www.10000recipe.com/recipe/7000810,"[['밥100g'], ['김밥김1장'], ['로메인상추2장'], ['냉이튀김30g'], ['고추냉이마요네즈40g'], ['소금약간'], ['참기름약간'], ['통깨약간'], ['냉이30g'], ['찹쌀가루1스푼'], ['두부마요네즈40g'], ['고추냉이2g']]"
초간단 들깨 듬뿍 백순대 볶음 만드는법!!,http://www.10000recipe.com/recipe/7000811,"[['순대500g'], ['양배추5장'], ['파1뿌리'], ['들깨가루3스푼'], ['마늘10개'], ['깻잎10장'], ['소금0.5스푼'], ['후추0.5스푼'], ['식용유3스푼'], ['고추장2스푼'], ['식초2스푼'], ['올리고당1스푼']]"
에어프라이어 고구마 굽기 (다이어트),http://www.10000recipe.com/recipe/7000812,[['고구마2개']]
"[마늘종요리/반찬요리] ""홍양갱의 밤 - 마늘종 고추장무침""",http://www.10000recipe.com/recipe/7000813,"[['마늘쫑'], ['통깨1T'], ['참기름1T'], ['고추장2T'], ['매실청1T'], ['진간장1/2T'], ['고춧가루1T'], ['설탕1T'], ['식초1/2T']]"
소고기얼갈이콩나물국 만드는법~ 장터국밥처럼 얼큰한 토장국,http://www.10000recipe.com/recipe/7000814,"[['얼갈이데친거400g'], ['콩나물400g'], ['소고기불고기감200g'], ['된장2'], ['고추장1'], ['대파1/2대'], ['청양고추2개'], ['홍고추1개'], ['참치액1스푼']]"
초간단 매운 닭윙볶음탕 만드는법,http://www.10000recipe.com/recipe/7000815,"[['닭윙1팩'], ['감자2개'], ['당근1/4개'], ['양파1/2개'], ['마늘2-3톨'], ['대파1/2대'], ['청양고추2개'], ['고추가루2스푼'], ['고추장2스푼'], ['양조간장2스푼'], ['설탕1스푼'], ['올리고당1스푼'], ['맛술1스푼'], ['매실청1스푼'], ['물3-5스푼']]"
달콤 고소한 간식! 허니버터아몬드 만들기,http://www.10000recipe.com/recipe/7000816,"[['아몬드90g'], ['버터10g'], ['설탕1T'], ['꿀1T'], ['물25g'], ['설탕30g'], ['옥수수전분3g']]"
불고기전골 양념 레시피 불고기버섯전골 만드는법,http://www.10000recipe.com/recipe/7000817,"[['불고기용소고기300g'], ['표고버섯2개'], ['새송이버섯1개'], ['만송이버섯1줌'], ['배춧잎4장'], ['양파작은거1/2개'], ['대파1/2대'], ['청경채1개'], ['청양고추1개'], ['홍고추1개'], ['당근25g'], ['진간장2.5T'], ['황설탕2T'], ['맛술2T'], ['다진파1T'], ['다진마늘0.5T'], ['배즙2T'], ['참기름1T'], ['후추약간'], ['멸치다시마육수500ml'], ['국간장0.5T'], ['참치액1T'], ['다진마늘1t'], ['소금약간']]"
닭다리살 데리야끼 소스 구이 만드는법,http://www.10000recipe.com/recipe/7000818,"[['닭다리살400g'], ['머쉬마루버섯3-4가닥'], ['감자1개'], ['방울토마토3-4개'], ['다진마늘1스푼'], ['참기름1스푼'], ['후추약간'], ['소금1꼬집'], ['후추약간'], ['우유100ml'], ['스끼야끼간장2스푼'], ['홍게간장4스푼'], ['생강즙1스푼']]"
간단하지만 아기가 정말 잘 먹는 육전만들기,http://www.10000recipe.com/recipe/7000819,"[['다진소고기25g'], ['계란1알'], ['참기름1T'], ['쌀가루1T']]"
간단하고 맛있는 아기 간식 감자옥수수치즈볼 에어프라이어로,http://www.10000recipe.com/recipe/7000821,"[['감자1개'], ['옥수수알1T'], ['아기치즈1장']]"
참나물겉절이 만들기 참나물무침 만드는법 참나물 요리 최요비 김선영쌤 레시피 응용,http://www.10000recipe.com/recipe/7000822,"[['참나물250g'], ['유자청3T'], ['식초3T'], ['고춧가루11/2T'], ['다진마늘1.5t'], ['참치액4T'], ['통깨11/2T'], ['참기름1.5t']]"
가자미 미역국 끓이는 방법 가자미 요리 레시피,http://www.10000recipe.com/recipe/7000823,"[['가자미210g2마리'], ['미역40g'], ['쌀뜨물2L'], ['국간장2T'], ['대게백간장1T'], ['참치액1T'], ['들기름1T'], ['참기름1T'], ['꽃소금1T'], ['다진마늘2~3T'], ['들깨가루2T'], ['표고버섯가루11/2T']]"
"사골들깨미역국 끓이는 방법 고기없을때 미역국 맛있게 끓이는 레시피 feat. 피코크 진한 사골곰탕, 해루질로 딴 자",http://www.10000recipe.com/recipe/7000824,"[['사골곰탕1봉지'], ['물250ml'], ['자연산물미역136g'], ['참기름2T'], ['다진마늘1T'], ['국간장2t'], ['백후춧가루1/2t'], ['들깨가루1T'], ['소금선택사항'], ['참치액선택사항']]"
고춧가루없이 백주꾸미목살볶음 만들기 알토란 백주삼볶음 백쭈삼레시피 참조 주꾸미요리 주꾸미손질법,http://www.10000recipe.com/recipe/7000825,"[['주꾸미10마리'], ['대패목살175g'], ['베트남건고추2개'], ['편썬생강1개'], ['다진마늘1T'], ['소금1꼬집'], ['설탕1T'], ['간장2T'], ['후춧가루1꼬집'], ['마늘5개'], ['대파1/2대'], ['청양고추3개'], ['홍고추2개'], ['미림선택사항']]"
사골육수요리 점심 혼밥메뉴 사골만둣국 사골만두국/사골떡만둣국,http://www.10000recipe.com/recipe/7000826,"[['사골육수1팩'], ['만두5개'], ['떡국떡100g'], ['달걀1개'], ['식용유약간'], ['대파1개'], ['물1컵'], ['국간장0.5스푼'], ['소금약간'], ['후추2꼬집']]"
간단 밑반찬 무요리 식당 보쌈 무생채 무생채무침/무채무침,http://www.10000recipe.com/recipe/7000827,"[['무1/2개'], ['부추20g'], ['천일염0.5스푼'], ['물엿1스푼'], ['다진마늘0.5스푼'], ['다진생강1티스푼'], ['고춧가루1.5스푼'], ['멸치액젓0.5스푼'], ['황설탕1스푼'], ['맛소금약간']]"
오이무침 만드는 법(오이 부추 무침),http://www.10000recipe.com/recipe/7000828,"[['오이1개208g'], ['부추35g'], ['쪽파6g'], ['다진마늘0.3큰술'], ['고추장0.6큰술'], ['고춧가루13큰술'], ['진간장0.8큰술'], ['까나리액젓0.4큰술'], ['황설탕0.8큰술'], ['참기름0.7큰술'], ['소금2꼬집'], ['통깨솔솔'], ['굵은소금1큰술']]"
보쌈집 무김치,http://www.10000recipe.com/recipe/7000829,"[['무1.5kg'], ['소금1큰술'], ['물엿1컵'], ['고춧가루2큰술'], ['설탕1.5큰술'], ['멸치액젓2큰술'], ['참치액젓2큰술'], ['매실액3큰술'], ['다진생강1/2큰술'], ['다진마늘1큰술'], ['식초1/2큰술'], ['통깨1큰술'], ['쪽파50g']]"
깐풍삼겹살 #술안주 #메인반찬 #JMT,http://www.10000recipe.com/recipe/7000830,"[['돼지고기2덩이'], ['양파1개'], ['쪽파약간'], ['다진마늘1T'], ['다진생강2/3T'], ['청고추1개'], ['베트남고추1개'], ['간장3T'], ['식초2T'], ['물2T'], ['설탕1T'], ['후추톡톡']]"
편스토랑 박수홍 치즈고추튀김 아삭이고추 돼지고기다짐육 스트링치즈 튀김요리 술안주 막걸리안주 feat. 카레가루,http://www.10000recipe.com/recipe/7000831,"[['아삭이고추8~10개'], ['돼지고기다짐육400g'], ['스트링치즈8~10개'], ['대파흰부분1대'], ['당근1/4개'], ['소금약간'], ['후춧가루약간'], ['튀김가루약간'], ['튀김가루200g'], ['카레가루1/2T'], ['물200ml']]"
편스토랑 찬또 이찬원 된장샤부샤부 된장샤브샤브 풀코스 칼국수 만두죽 손님초대요리 집들이요리 feat. 차돌박이,http://www.10000recipe.com/recipe/7000832,"[['물2L'], ['국물용멸치24마리'], ['보리새우2T'], ['다시마3장'], ['된장3T'], ['참치액젓1.5T'], ['차돌박이적당량'], ['알배추적당량'], ['청경채적당량'], ['다양한버섯적당량'], ['만두6개'], ['밥1공기'], ['달걀1알'], ['참기름2T'], ['샤브샤브국물4국자'], ['통깨약간'], ['김가루약간']]"
설탕없이도 달달하고 부드러운 쇠고기큐빅스테이크,http://www.10000recipe.com/recipe/7000833,"[['쇠고기200g'], ['통마늘1줌'], ['양파2/3개'], ['홍초1개'], ['파인애플100g'], ['굴소스2숟가락'], ['맛술2숟가락'], ['식용유'], ['콩기름'], ['후추'], ['통깨약간']]"
"비가오면 생각나는 전요리, 두가지 맛! 감자호박전",http://www.10000recipe.com/recipe/7000834,"[['감자2개'], ['호박1/2개'], ['계란2개'], ['소금약간'], ['식용유적당량'], ['통깨약간']]"
꽁치조림 통조림으로 10분이면 저녁반찬이 완성됩니다,http://www.10000recipe.com/recipe/7000835,"[['꽁치통조림1개'], ['생강1톨'], ['꽈리고추8~10개'], ['홍고추1~2개'], ['설탕2큰술'], ['물4큰술'], ['맛술4큰술'], ['진간장3큰술']]"
떡갈비 (곱게 치댄 반죽과 양념이 잘 어우러진 고기반찬),http://www.10000recipe.com/recipe/7000836,"[['소고기다짐육300g'], ['양송이버섯3개'], ['양파1/2개'], ['식용유4T'], ['깨소금약간'], ['소금2꼬집'], ['후춧가루톡톡'], ['맛술1T'], ['설탕0.5T'], ['다진마늘1T'], ['진간장1T'], ['소금0.5T'], ['설탕0.5T'], ['참기름1T'], ['후춧가루톡톡']]"
제피의 향과 맛을 느낄 수 있는 나물무침 입니다.,http://www.10000recipe.com/recipe/7000837,"[['제피15g'], ['참깨2숟가락'], ['소금0.5작은숟가락'], ['참기름1숟가락']]"
버섯고추장찌개 (다양한 버섯의 식감을 즐길 수 있는 칼칼한 국물요리),http://www.10000recipe.com/recipe/7000838,"[['애호박1/2개'], ['팽이버섯150g'], ['느타리버섯150g'], ['새송이버섯1개'], ['대파1/2대'], ['청양고추1개'], ['홍고추1개'], ['고추장1.5T'], ['된장0.5T'], ['소금약간'], ['물1L']]"
기름떡볶이 만드는 법 어묵 기름 떡볶이 양념 레시피,http://www.10000recipe.com/recipe/7000839,"[['밀떡400g'], ['사각어묵1장'], ['식용유2큰술'], ['마늘1큰술'], ['고추장2큰술'], ['설탕2큰술'], ['케첩1.5큰술'], ['통깨약간']]"
"김치를 활용한 김밥, 볶은 김치 김밥",http://www.10000recipe.com/recipe/7000840,"[['김밥용김3장'], ['밥3공기'], ['김치1줌'], ['계란3개'], ['소금2꼬집'], ['참기름3스푼'], ['설탕0.3스푼']]"
초간단 오이소박이 담그기,http://www.10000recipe.com/recipe/7000841,"[['오이8개'], ['부추1줌'], ['당근1/2개'], ['양파1/2개'], ['고추가루3T'], ['조청1T'], ['매실청2T'], ['마늘2T'], ['굵은소금1/2T'], ['액젓4T'], ['찹쌀가루2T'], ['물2/3컵']]"
봄나물 한꺼번에 여러가지 쉽게 만드는법 -같은 양념으로 두릅나물 +파무침 +돌미나리나물 + 세발나물 동시에 만들기,http://www.10000recipe.com/recipe/7000842,"[['쪽파200g'], ['두릅7포기'], ['세발나물150g'], ['돌미나리100g'], ['물1L'], ['소금1큰술'], ['액젓나물100g당1/2티스푼'], ['국간장나물100g당1/2티스푼'], ['참기름1-2스푼'], ['참깨1티스푼']]"
간단한 베이글토스트로 홈브런치즐기기,http://www.10000recipe.com/recipe/7000843,"[['베이글1/2쪽'], ['계란1개'], ['슬라이스치즈1장'], ['슬라이스햄3장'], ['케찹1~2t'], ['설탕2꼬집'], ['식용유2t'], ['파슬리가루생략가능']]"
일식 튀김처럼 바삭한 두릅튀김 만드는법,http://www.10000recipe.com/recipe/7000844,"[['두릅5포기'], ['옥수수전분2스푼'], ['튀김오일200ml'], ['튀김가루2스푼'], ['옥수수전분1스푼'], ['얼음6조각'], ['찬물1/3컵'], ['맥주2스푼']]"
환절기에 먹는 보양식 닭백숙 레시피,http://www.10000recipe.com/recipe/7000845,"[['닭1마리'], ['생수1.2L'], ['약재1봉지'], ['소금1줌'], ['찹쌀2컵']]"
간단하게 만드는 알리오올리오파스타 오일스파게티,http://www.10000recipe.com/recipe/7000846,"[['스파게티면1인분'], ['올리브유적당히'], ['식용유1~2방울'], ['소금1꼬집'], ['마늘4~5개'], ['슬라이스햄5장'], ['면수1~2국자'], ['맵짤이1T'], ['후추1~2t']]"
아이들 간식 만들기 함께 만드는 맛살 메추리알 꼬치,http://www.10000recipe.com/recipe/7000847,"[['맛살2개'], ['메추리알6개'], ['계란1개'], ['전분가루또는튀김가루1.5숟가락']]"
"감자 요리, 매운 감자조림 레시피",http://www.10000recipe.com/recipe/7000848,"[['감자3개'], ['대파1대'], ['다진마늘2T'], ['식용유1T'], ['참기름1T'], ['통깨1T'], ['간장3T'], ['설탕1T'], ['물엿2T'], ['고추장2T'], ['고춧가루1T'], ['후추0.3T'], ['물200ml']]"
"숙주 요리, 숙주새우볶음밥 레시피",http://www.10000recipe.com/recipe/7000849,"[['공기밥400g'], ['숙주200g'], ['새우10마리'], ['다진마늘1T'], ['식용유적당량'], ['진간장1T'], ['계란2알'], ['식용유2T'], ['굴소스1T'], ['올리고당2T'], ['액젓2T'], ['스리라차소스3T'], ['맛술1T']]"
백종원 쏘야볶음 케찹 비엔나소세지야채볶음,http://www.10000recipe.com/recipe/7000850,"[['비엔나소세지200g'], ['양파1/2개'], ['당근1/4개'], ['마늘6알'], ['후추약간'], ['케챂3T'], ['간장1T'], ['설탕1t'], ['식초1t']]"
백종원 깻잎김치 5월 제철음식 양념무침 깻잎장아찌 자취요리,http://www.10000recipe.com/recipe/7000851,"[['깻잎20장'], ['간장3T'], ['고춧가루1T'], ['설탕1T'], ['통깨적당히'], ['파적당히'], ['간마늘1t'], ['육수1컵']]"
